               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 127,            0.028523,           0.0087594,                   0,             0.94006,             0.85251,             0.90541,             0.49884,            0.031856,           0.0075946,                   0,            0.007921,            0.007921,            0.007921
                 128,            0.027787,           0.0083077,                   0,             0.92881,             0.85656,             0.90256,             0.48736,             0.03321,             0.00768,                   0,           0.0079045,           0.0079045,           0.0079045
                 129,            0.028555,           0.0085913,                   0,             0.93978,             0.84846,             0.90105,             0.49377,            0.031941,           0.0075324,                   0,            0.007888,            0.007888,            0.007888
                 130,            0.028494,           0.0086112,                   0,             0.93911,             0.83955,             0.90389,             0.49306,            0.032116,           0.0077261,                   0,           0.0078715,           0.0078715,           0.0078715
                 131,            0.028628,            0.008741,                   0,             0.93136,             0.84441,             0.90586,              0.4901,             0.03266,           0.0076628,                   0,            0.007855,            0.007855,            0.007855
                 132,            0.027996,            0.008453,                   0,             0.93756,             0.85575,             0.90422,              0.5026,            0.031733,           0.0076035,                   0,           0.0078385,           0.0078385,           0.0078385
                 133,            0.028125,            0.008396,                   0,             0.94791,             0.84049,             0.89905,             0.48911,            0.032477,           0.0077578,                   0,            0.007822,            0.007822,            0.007822
                 134,            0.028359,           0.0087502,                   0,             0.93844,             0.86483,             0.91188,             0.50426,               0.032,           0.0075361,                   0,           0.0078055,           0.0078055,           0.0078055
                 135,            0.028355,           0.0083867,                   0,             0.93377,             0.85494,             0.91047,             0.50672,            0.032082,           0.0075175,                   0,            0.007789,            0.007789,            0.007789
                 136,             0.02748,           0.0083542,                   0,              0.9377,             0.86062,              0.9097,             0.49904,            0.032769,           0.0079445,                   0,           0.0077725,           0.0077725,           0.0077725
                 137,            0.028362,           0.0086429,                   0,             0.92983,             0.87115,             0.91152,             0.51561,            0.031591,           0.0075378,                   0,            0.007756,            0.007756,            0.007756
                 138,            0.027797,           0.0086581,                   0,             0.92875,             0.86953,             0.90939,             0.49884,            0.031782,           0.0075373,                   0,           0.0077395,           0.0077395,           0.0077395
                 139,            0.027582,           0.0083976,                   0,             0.93116,             0.85494,             0.90363,             0.50174,            0.032134,            0.007712,                   0,            0.007723,            0.007723,            0.007723
                 140,            0.027485,           0.0086061,                   0,             0.93533,             0.85332,             0.90953,             0.49942,            0.032006,           0.0076417,                   0,           0.0077065,           0.0077065,           0.0077065
                 141,             0.02745,           0.0086449,                   0,             0.92987,             0.84889,             0.90463,             0.49714,            0.031774,           0.0075427,                   0,             0.00769,             0.00769,             0.00769
                 142,            0.027647,           0.0083311,                   0,             0.94278,             0.86375,             0.91501,             0.51037,            0.031341,           0.0075184,                   0,           0.0076735,           0.0076735,           0.0076735
                 143,            0.026772,           0.0084138,                   0,             0.93445,             0.86639,             0.91192,             0.50673,             0.03219,           0.0075925,                   0,            0.007657,            0.007657,            0.007657
                 144,            0.027816,           0.0083292,                   0,             0.94136,             0.85853,             0.91171,             0.51877,            0.030747,           0.0073805,                   0,           0.0076405,           0.0076405,           0.0076405
                 145,            0.027997,           0.0085148,                   0,             0.93429,             0.86416,             0.91411,             0.50211,            0.032377,           0.0074755,                   0,            0.007624,            0.007624,            0.007624
                 146,            0.026651,           0.0081338,                   0,             0.93174,             0.86375,             0.90264,             0.49886,            0.032624,           0.0076788,                   0,           0.0076075,           0.0076075,           0.0076075
                 147,            0.027819,           0.0081878,                   0,             0.91241,             0.86099,              0.9019,             0.49842,            0.032313,           0.0076892,                   0,            0.007591,            0.007591,            0.007591
                 148,            0.027072,            0.008501,                   0,             0.91788,             0.86872,             0.91387,             0.50297,            0.032356,           0.0076267,                   0,           0.0075745,           0.0075745,           0.0075745
                 149,             0.02752,           0.0083945,                   0,             0.93539,               0.859,             0.90997,             0.51883,            0.031577,            0.007461,                   0,            0.007558,            0.007558,            0.007558
                 150,            0.027322,           0.0082194,                   0,             0.92048,               0.859,             0.90403,             0.50788,            0.031762,           0.0074807,                   0,           0.0075415,           0.0075415,           0.0075415
                 151,             0.02689,           0.0081941,                   0,             0.94269,             0.83982,             0.90086,             0.48625,            0.032843,           0.0077319,                   0,            0.007525,            0.007525,            0.007525
                 152,            0.026361,           0.0081243,                   0,             0.93137,             0.86386,             0.90902,             0.51227,            0.030635,           0.0074517,                   0,           0.0075085,           0.0075085,           0.0075085
                 153,            0.026905,           0.0084214,                   0,             0.93576,             0.84684,             0.90459,             0.50192,            0.031951,           0.0075929,                   0,            0.007492,            0.007492,            0.007492
                 154,            0.027223,           0.0083384,                   0,             0.92598,             0.85413,             0.89857,             0.49643,            0.031818,           0.0075596,                   0,           0.0074755,           0.0074755,           0.0074755
                 155,            0.026985,            0.008143,                   0,             0.95015,              0.8517,             0.91144,             0.51776,            0.031093,           0.0074687,                   0,            0.007459,            0.007459,            0.007459
                 156,            0.026843,           0.0082115,                   0,             0.93347,             0.85737,             0.91279,             0.51594,            0.031069,           0.0074239,                   0,           0.0074425,           0.0074425,           0.0074425
                 157,            0.027254,           0.0086228,                   0,             0.92558,             0.86872,             0.90858,             0.51332,            0.031467,           0.0074382,                   0,            0.007426,            0.007426,            0.007426
                 158,            0.026121,           0.0083464,                   0,             0.92975,             0.84729,             0.90085,             0.48838,            0.032538,            0.007685,                   0,           0.0074095,           0.0074095,           0.0074095
                 159,            0.026024,            0.008189,                   0,             0.94014,             0.84684,             0.91121,             0.51716,            0.031258,           0.0075272,                   0,            0.007393,            0.007393,            0.007393
                 160,            0.026389,           0.0080825,                   0,             0.93883,             0.87115,             0.91575,             0.52691,             0.03086,           0.0073821,                   0,           0.0073765,           0.0073765,           0.0073765
                 161,            0.025778,           0.0080594,                   0,             0.92147,             0.85332,             0.90224,              0.5016,            0.031773,           0.0075946,                   0,             0.00736,             0.00736,             0.00736
                 162,            0.026765,            0.008064,                   0,             0.92736,             0.85656,             0.90578,             0.50901,            0.031466,            0.007584,                   0,           0.0073435,           0.0073435,           0.0073435
                 163,            0.027092,           0.0085766,                   0,             0.92324,             0.86817,              0.9097,             0.51257,            0.031332,           0.0075673,                   0,            0.007327,            0.007327,            0.007327
